qid,name,pageviews_sum_global,langs_seen
Q2513276,Vera Birkenbihl,80192,de
Q158175,Kid Rock,80191,de,en,es
Q28054,Judi Dench,80049,de,en,fr
Q104061,Steve Buscemi,80006,de,en,es,fr
Q230383,Kelly Macdonald,79996,de,en
Q257442,Sarah Paulson,79923,en,es
Q220079,Ai Ōtomo,79923,ja
Q41749,Joseph Goebbels,79918,de,en,es,fr,ja
Q65932,Anthony Hopkins,79916,de,en,es,fr
Q3009009,Cyril Féraud,79892,fr
Q33123460,Lux Pascal,79778,en,es,fr
Q59134406,Fumiya Takahashi,79761,ja
Q73360,Thibaut Courtois,79738,de,en,es,fr
Q1153079,Saori Hayami,79693,ja
Q1039583,Yuriko Yoshitaka,79611,ja
Q36812,William, Prince of Wales,79581,de,en,es,fr
Q56425189,Tripti Dimri,79517,en
Q270935,Chris Cornell,79502,de,en,es,fr
Q28839762,LiAngelo Ball,79499,en
Q1911,Olivier Giroud,79463,fr
Q239411,Ivanka Trump,79417,de,en,es,fr
Q85806,Christian Lindner,79260,de
Q161916,Owen Wilson,78999,de,en,es,fr
Q726142,Giancarlo Esposito,78941,en,es,fr
Q342549,Nathan Fillion,78940,de,en,es,fr
Q1143678,Airi Suzuki,78910,ja
Q58007617,Kit Connor,78897,de,en,es,fr
Q320218,Carl Weathers,78724,de,en,es,fr
Q60503959,Emily Compagno,78599,en
Q170428,Helena Bonham Carter,78547,de,en,es,fr
Q539171,Dalida,78520,fr
Q60036,Heidi Klum,78496,de,en
Q21286612,Bella Hadid,78488,de,en,es,fr
Q233466,Elisabeth Moss,78462,en,fr
Q26254609,Manuel Garcia-Rulfo,78453,de,en,es,fr
Q107719183,Saleka,78434,en
Q231951,Connie Nielsen,78378,de,en,es,fr
Q16210722,SZA,78284,en
Q1319770,Jon Gries,78229,en
Q28067915,Eiji Akaso,78135,ja
Q1142313,Takako Matsu,78108,ja
Q185002,Mylène Farmer,78080,fr
Q308722,James Gandolfini,77931,en,es
Q18534249,Halsey,77923,en
Q494201,Andrea Kiewel,77882,de
Q130505691,Lily Phillips,77760,de,en,es
Q163249,Jessica Biel,77679,de,en,es
Q1272489,Ralph Ineson,77668,en,es
Q329744,Martin Short,77531,de,en
Q92759,Larry Ellison,77291,de,en,fr
Q273044,Keke Palmer,77289,en
Q20875,Edward VII,77187,de,en
Q3043199,Paquita la del Barrio,77100,en,es
Q220901,Laura Dern,77019,de,en,es,fr
Q11521804,Hana Sugisaki,76932,ja
Q1089358,Terunosuke Takezai,76879,ja
Q2721457,Ravindra Jadeja,76769,en
Q45192006,Éric Lombard,76727,fr
Q911745,María Eugenia Suárez,76710,es
Q18545855,Kumi Takiuchi,76689,ja
Q61608020,Mamiko Tanaka,76480,ja
Q5799863,David Broncano,76467,es
Q50600,Carlos Tevez,76461,en,es
Q106775,Richard Harris,76410,de,en,es,fr,ja
Q235321,Jill Stein,76385,en,fr
Q115170395,George Santos,76331,en
Q22128111,Yua Mikami,76288,ja
Q11561434,Nana Seino,76274,ja
Q218503,Will Ferrell,76264,de,en
Q229775,Bryce Dallas Howard,76233,de,en,es,fr
Q1205706,Ryosuke Yamada,76190,ja
Q868,Aristotle,76057,es,fr
Q1143664,Akina Nakamori,75970,ja
Q2643,George Harrison,75904,de,en,es,fr
Q36767,Robert Pattinson,75838,de,en,es,fr
Q122003,Julio Iglesias,75834,es,fr
Q548921,Tommy Mottola,75734,de,en,es,fr
Q72941595,Victor Wembanyama,75696,en,es,fr
Q22123158,Nao,75671,ja
Q23000814,Barron Trump,75600,de,en,fr
Q1370118,Esther Sedlaczek,75409,de
Q278171,Hiroto Kōmoto,75366,ja
Q3303251,Gims,75365,fr
Q1137068,Tori Matsuzaka,75142,ja
Q6668646,KL Rahul,75088,en
Q235641,Marie Trintignant,75022,de,es,fr
Q219512,Jesse Eisenberg,75019,de,en,fr
Q9061,Karl Marx,74964,de,es
Q76364,Hans Zimmer,74837,de,en,fr
Q229029,Thandiwe Newton,74825,de,en,es,fr
Q44616,Wyatt Earp,74752,en,fr
Q954560,Michel Fugain,74514,fr
Q50664,Markus Söder,74513,de
Q1073991,Eri Fukatsu,74481,ja
Q284007,Seiko Matsuda,74439,ja
Q2671216,Leïla Bekhti,74423,fr
Q111488758,Tramell Tillman,74403,en
Q1342961,Haruma Miura,74402,ja
Q77621,Yoo Yeon-seok,74314,en,es
Q374273,Armie Hammer,74308,de,en,es
Q84192,Maximilian I of Mexico,74195,de,en,es,fr
Q123405918,Miria Ōki,74151,ja
Q455462,Antoine Griezmann,74124,de,es,fr
Q28614,Garry Kasparov,73928,de,fr
Q8440,Hugo Chávez,73906,en,es,fr
Q28531111,Luis Díaz,73906,de,en,es,fr,ja
Q704846,Philippe de Villiers,73865,fr
Q5284,Bill Gates,73711,en,es,fr,ja
Q905,Franz Kafka,73662,de,es,fr
Q59209579,Yuki Tsunoda,73635,en,es,ja
Q552639,Gilles Lellouche,73315,fr
Q5829,Jean-Luc Mélenchon,73126,fr
Q152923,Rudolf, Crown Prince of Austria,72985,de,en,es,fr
Q66818509,Vitinha,72876,en,es,fr
Q391974,Roschdy Zem,72822,fr
Q219373,Elizabeth Banks,72800,de,en
Q39829,Stephen King,72774,de,en,es,fr
Q8054533,Yojiro Noda,72731,ja
Q128121,Mick Jagger,72562,de,en,es,fr
Q116272179,Alina Habba,72458,en
Q51023,Vanessa Paradis,72280,en,es,fr
Q122971758,Ikkimel,72196,de
Q111902236,Gavin Casalegno,72189,en
Q21872762,Kat Timpf,72170,en
Q616943,Kōki Mitani,72075,ja
Q1041546,Ryūnosuke Kamiki,72064,ja
Q290769,Frank Leboeuf,72005,fr
Q486690,Hideo Nomo,71978,ja
Q6969,Stefan Raab,71892,de
Q483309,Sergio Ramos,71810,en,es,fr
Q7173106,Pete Buttigieg,71776,en
Q368441,James Rodríguez,71565,es
Q935989,Rob McElhenney,71370,en
Q39803,Mario Vargas Llosa,71343,en,es,fr
Q183089,Geta,71299,de,en,es,fr
Q7721,Napoleon III,71253,de,es,fr
Q1359676,Yū Shirota,71241,ja
Q10855497,Kana Kurashina,71097,ja
Q61989561,Milet,71074,ja
Q717038,Masayoshi Son,71047,en,ja
Q170530,Sarah Jessica Parker,70732,de,en,es
Q1206963,Haruka Ayase,70468,ja
Q20042106,Akiko Nogi,70449,ja
Q62975,Sharon Stone,70448,de,en,es,fr,ja
Q871452,Ayane Sakura,70431,ja
Q7374,Alfred Hitchcock,70370,de,en,es,fr
Q123232131,Rima Hassan,70289,fr
Q16236888,Hokuto Matsumura,70239,ja
Q27182,Rachida Dati,70204,de,fr
Q541803,Wunmi Mosaku,70191,en
Q26372,Takeshi Kitano,70179,ja
Q217096,Naruhito,70177,ja
Q11998,Kylie Minogue,70097,de,en,es,ja
Q32045,Liam Hemsworth,70033,de,en,es,fr
Q3242413,Kennedy,70031,en
Q131545757,Marie Barsacq,69839,fr
Q2347009,Steve Harvey,69810,en
Q39464,Pol Pot,69739,en,fr,ja
Q11616308,Shion Wakayama,69683,ja
Q107023292,Oliver Bearman,69649,de,en,es,fr
Q106378786,Lainey Wilson,69618,en
Q16227998,Jasprit Bumrah,69603,en
Q20983703,Hailey Bieber,69596,en,es
Q1036275,Ryō Kase,69463,ja
Q46801691,Lyna Khoudri,69407,fr
Q43432,Justin Timberlake,69375,de,en,es,fr
Q2400277,Tsuyoshi Shinjo,69323,ja
Q296887,Freddie Highmore,69319,de,en,fr
Q20178,Joe Pesci,69293,de,en,es,fr
Q11651401,Chigusa Nagayo,69292,ja
Q462173,Anouk Grinberg,69285,fr
Q189366,John Brown,69149,de,en,fr
Q159159,Andy Carroll,69140,en,fr
Q1343721,Satoshi Tsumabuki,69094,ja
Q270324,Patti LuPone,69071,en
Q129817,Russell Crowe,68740,de,en,es,fr
Q3543927,Gō Ayano,68648,ja
Q315051,James Brolin,68328,en
Q9437110,Nobuyuki Suzuki,68290,ja
Q125017,Uma Thurman,68254,de,en,es,fr
Q307,Galileo Galilei,68227,de,es,ja
Q7143713,Pat McAfee,68177,en
Q27581861,Charlotte Cardin,68151,fr
Q185051,Christopher Walken,68136,en
Q288588,Yvonne Catterfeld,68117,de
Q188137,J. J. Abrams,68020,en
Q46896,Zlatan Ibrahimović,68005,de,es,fr
Q206112,Willie Nelson,67936,de,en
Q3084265,François Civil,67916,fr
Q56347168,Arata Sugō,67538,ja
Q871576,Kasumi Arimura,67517,ja
Q8619,Pierre Trudeau,67459,en,fr
Q21290333,Kelly Piquet,67446,en,es,fr
Q208590,Kristin Scott Thomas,67438,de,en,fr
Q318508,Andrés Manuel López Obrador,67402,es
Q318991,Gad Elmaleh,67388,fr
Q7331444,Rick Harrison,67383,en,es
Q2105,Jacques Chirac,67383,fr
Q19560313,Dani Olmo,67353,en,es,fr
Q29250,Bill Murray,67321,de,en
Q30339350,Gabriel Attal,67303,fr
Q357984,Kevin De Bruyne,67253,de,en,es,fr,ja
Q9069884,Roberto Gómez Fernández,67243,es
Q134160,José de San Martín,67200,es
Q418649,Akio Ōtsuka,67135,ja
Q11669812,Chisako Takashima,67121,ja
Q893758,Boris Pistorius,67057,de
Q41351,Jodie Foster,66900,de,en,fr
Q164782,Ashton Kutcher,66814,en,es
Q7738,Louis XV of France,66782,es,fr
Q69263,Roland Kaiser,66713,de
Q3054902,Jocelyn Wildenstein,66679,fr
Q258793,Krysten Ritter,66623,en
Q15838567,Rahim Redcar,66611,fr
Q45859,Isabella I of Castile,66467,en,es
Q30905763,mamá y papá,66399,es
Q10125,Andy Murray,66395,de,en,es,fr
Q894948,Boualem Sansal,66393,de,fr
Q2379961,Princess Akiko of Mikasa,66242,ja
Q519821,Mamoru Miyano,66236,ja
Q34479,Hirohito,66233,es,fr,ja
Q468443,Linda Lavin,65979,en
Q97706263,Mana Satō,65940,ja
Q180338,Christopher Lee,65930,de,en,es,fr
Q57653,Princess Sophie of Bavaria,65836,de,en,es,fr
Q313316,Romelu Lukaku,65706,de,en,fr
Q58028,Katarina Witt,65532,de
Q936976,Henry IV of France,65497,fr
Q299222,Cody Rhodes,65262,en
Q20020731,Élisabeth Borne,65257,fr
Q2737,Louis de Funès,65138,de,fr
Q1331936,Hiroshi Kamiya,65120,ja
Q191828,Marisa Tomei,64993,de,en,es,fr
Q1912,Karim Benzema,64968,es,fr
Q481832,Amy Adams,64833,de,en
Q173169,Flavio Briatore,64760,de,en,es,fr,ja
Q244234,John Turturro,64736,en,fr
Q449908,Chayanne,64689,es
Q13026319,Paetongtarn Shinawatra,64639,de,en,ja
Q1058963,Sosuke Ikematsu,64584,ja
Q1078189,Michiko Kichise,64428,ja
Q11464250,Karin Ono,64365,ja
Q20021106,Salva Reina,64362,es
Q124096897,Motoki Nakazawa,64305,ja
Q49004,Patrick Swayze,64288,de,en,es,fr
Q43989,Grigori Rasputin,64274,de,en,es,fr
Q168724,Emma Thompson,64239,de,en,es,fr
Q38119,Daniel Radcliffe,64200,de,en,es,fr
Q106581867,Abby Champion,64188,en
Q457433,Sara Dylan,64166,en,fr
Q41921,Rosa Parks,64117,en,es,fr
Q105682,Tom Felton,64069,de,en,es,fr,ja
Q15054353,Mélanie Joly,64021,de,en,fr
Q3560737,Virginie Efira,63919,de,es,fr
Q65028269,Halle Bailey,63863,de,en
Q11576237,Toshihiko Tahara,63821,ja
Q32608,Alice Belaïdi,63788,fr
Q1154206,Hidetoshi Nishijima,63724,ja
Q162629,Simon Cowell,63720,de,en,es,fr
Q15813082,Saskia Esken,63650,de
Q2925780,Brittney Griner,63597,en
Q1041739,Yō Ōizumi,63543,ja
Q926792,Nozomi Tsuji,63537,ja
Q329722,Fabio Ochoa Vásquez,63491,en,es
Q255831,Ai Yoshikawa,63355,ja
Q57118,Diane Kruger,63291,de,en,es,fr
Q16473,Steve Martin,63252,de,en
Q207598,Shannen Doherty,63242,de,en,es,fr
Q111336539,Nico Paz,63205,es
Q9554,Martin Luther,63197,de,es
Q240573,Sophie Turner,63170,de,en,es,fr
Q76326,Dietrich Bonhoeffer,62966,de,en
Q102462,James Stewart,62930,de,en,es,fr
Q184103,Christina Ricci,62906,de,en,es,fr
Q11578287,Keita Machida,62894,ja
Q4720650,Alexandra Grant,62866,en,es,fr
Q150482,J. K. Simmons,62821,de,en
Q7606645,Stefon Diggs,62803,en
Q84222,Natascha Kampusch,62768,de,en
Q4244195,Ai Hashimoto,62710,ja
Q11570204,Mayu Ushida,62675,ja
Q4605,Sarah Bernhardt,62658,fr
Q362277,Kazunari Ninomiya,62646,ja
Q7630810,Subaru Kimura,62487,ja
Q298180,Simone Veil,62481,de,fr
Q11528970,Kōhei Matsushita,62459,ja
Q76478,Kirsten Dunst,62439,de,en,es,fr,ja
Q297696,Hildegart Rodríguez Carballeira,62392,es
Q43067,Heinrich Himmler,62304,de,en,es,fr,ja
Q11371873,Fumi Nikaidō,62203,ja
Q38337,Alexandre Dumas,62184,de,es,fr
Q60986339,Richard Sunagawa,62179,ja
Q9215,Sigmund Freud,62114,de,es,fr
Q62007121,Natasha Rothwell,62074,en
Q107176,Jan van Aken,62009,de
Q984572,Tracy Letts,61995,en
Q938749,Koshi Inaba,61977,ja
Q26921822,Paul Walter Hauser,61971,en
Q30122489,Daniel Dubois,61944,en,fr
Q913,Socrates,61848,de,es,fr
Q187550,Toyotomi Hideyoshi,61796,ja
Q71662,Iris Berben,61727,de
Q1393983,Philippe Katerine,61673,fr
Q2516,Helmut Schmidt,61571,de
Q42578712,Neru Nagahama,61500,ja
Q1320826,Kōki Uchiyama,61399,ja
Q11539564,Win Morisaki,61337,ja
Q128839924,Naoya Kusano,61148,ja
Q2038,François Mitterrand,61130,fr
Q223167,Bob Sinclar,61035,fr
Q3047356,Eddy Mitchell,60960,fr
Q1045606,Carsten Linnemann,60760,de
Q28870932,Yūka Sugai,60740,ja
Q685028,Shoko Nakagawa,60584,ja
Q2939492,Carlos Villagrán,60557,es
Q40998607,Philipp Amthor,60514,de
Q55400,Hayao Miyazaki,60506,de,en,es,fr,ja
Q167498,Meg Ryan,60271,de,en,es,fr
Q21620839,Saquon Barkley,60128,en
Q1050102,Yuki Yamada,60105,ja
Q3286441,Manon Azem,60037,fr
Q3258883,Marion Rousse,59910,fr
Q132432618,Taiki Shinozuka,59870,ja
Q113565725,Kouta Nomura,59826,ja
Q1035,Charles Darwin,59817,de,es,fr
Q212886,Stephen Colbert,59789,en
Q2407677,Hikari Ishida,59767,ja
Q964873,Niels Schneider,59718,fr
Q234440,Melody Gardot,59711,fr
Q431362,Jason Ritter,59643,en
Q633,Neil Young,59641,de,en
Q510042,Charlotte de Turckheim,59625,fr
Q112117,Archduchess Sophie Friederike of Austria,59623,de,en,es,fr
Q112073790,Andrea Kimi Antonelli,59611,de,es,fr,ja
Q371704,Guy Georges,59555,fr
Q272917,Cheryl Hines,59527,en
Q21484126,Lautaro Martínez,59481,de,en,es,fr
Q11410571,Osamu Sorimachi,59394,ja
Q27486,Katja Ebstein,59254,de
Q3816,George Sand,59231,es,fr
Q834621,Bono,59188,en,es
Q34660,J. K. Rowling,59135,de,en,es,fr
Q11666,Maria Sharapova,59127,en,es,fr
Q39230,Marquinhos,59087,en,es,fr
Q2870832,Audrey Crespo-Mara,59075,fr
Q15977222,Park Bo-gum,59004,en,es,ja
Q288359,Lena Dunham,58966,en,es
Q6794874,Max Holloway,58956,es,ja
Q27049064,João Félix,58931,de,en,es,fr,ja
Q1143692,Yōsuke Kubozuka,58926,ja
Q11473667,Sayaka Okada,58919,ja
Q180560,Philip Seymour Hoffman,58902,de,en,es,ja
Q317343,Chiwetel Ejiofor,58861,de,en
Q484303,Hiromitsu Ochiai,58851,ja
Q2117769,Canelo Álvarez,58778,en,es,ja
Q184572,Martin Sheen,58685,de,en,es,fr
Q216341,Connie francis,58651,de,en
Q11603072,Yoshitomo Tsutsugo,58392,ja
Q112075625,Daniel Noboa,58332,en,es
Q27031148,Shirin David,58300,de
Q483379,Gwen Stefani,58234,de,en,es
Q313044,Diego Luna,58222,de,en,es
Q732005,Thierry Ardisson,58216,fr
Q17503525,Elizabeth Holmes,58028,en
Q520665,Clayton Kershaw,57942,en,ja
Q25278,Dwight Howard,57897,en
Q228598,Emma Roberts,57877,en,es,fr
Q10494,Alain Prost,57852,de,es,fr
Q850746,Tamori,57834,ja
Q12297196,Lele Pons,57785,en,es
Q1323453,Miyuki Nakajima,57759,ja
Q56305953,Pierre-Édouard Stérin,57750,fr
Q11531435,Sayuri Matsumura,57655,ja
Q704022,Gustavo Petro,57646,es
Q106514,River Phoenix,57624,en,es,fr
Q221074,Bud Spencer,57611,de,es,fr
Q6439494,Giovanni Simeone,57501,en,es,fr
Q67464067,Shane Gillis,57353,en
Q232910,Lacey Chabert,57311,en
Q51448,Harald Glööckler,57224,de
Q23800185,Joseph Baena,57200,en,es
Q87767569,Willian Pacho,57196,en,es,fr
Q102142,Marianne Bachmeier,57164,de,en
Q18331464,Sam Quek,57140,en
Q22129613,Yuki Sakurai,57106,ja
Q981690,Tahar Rahim,57067,fr
Q104414736,Nico Williams,57020,de,en,es,fr
Q439920,Suze Rotolo,56982,en,es
Q11444506,Taiga Nakano,56919,ja
Q193300,Osamu Tezuka,56913,ja
Q11352314,Wataru Ichinose,56887,ja
Q112123744,Tiffany Stratton,56819,en
Q5682,Miguel de Cervantes,56743,es
Q57208379,Nathy Peluso,56582,es
Q3270032,Léa Salamé,56581,fr
Q68027,Verona Pooth,56565,de
Q11286857,Gen Hoshino,56545,ja
Q1395041,Herbert Kickl,56526,de
Q3192814,Kaori Kishitani,56492,ja
Q3543472,Chōsuke Ikariya,56443,ja
Q121903982,Patrick Dorgu,56401,en
Q1046966,Manami Higa,56384,ja
Q78489,Niki Lauda,56370,de,en,es,fr
Q5379834,Enrique Segoviano,56341,es
Q309374,Ryutaro Hashimoto,56306,ja
Q36105,Charles Bronson,56298,en,es,fr
Q11539322,Hiroki Moriuchi,56259,ja
Q192217,Rob Schneider,56230,en,es,fr
Q130852,Junichiro Koizumi,56213,ja
Q859,Plato,56195,es
Q687,Molière,56176,fr
Q93330,Juan Perón,56130,es
Q1074004,Takako Tokiwa,56120,ja
Q10068,Lindsey Vonn,56084,de,en,fr
Q11474080,Yoshiaki Iwai,56061,ja
Q3199835,Krisztina Rády,56043,fr
Q213706,Tom Selleck,55981,en,es
Q741184,Ken Takakura,55930,en,es,ja
Q234458,Irina Shayk,55906,de,en,es
Q43697,Jean Reno,55887,de,es,fr,ja
Q106839925,Khaby Lame,55886,en,es
Q44304,The Undertaker,55853,de,en,es,fr
Q940531,Hiroshi Abe,55684,ja
Q64783598,Leon Niihama,55660,ja
Q11483455,Yūna Taira,55592,ja
Q310692,Christian Clavier,55569,de,fr
Q11616039,Yū Serizawa,55565,ja
Q3551324,Masato Wada,55558,ja
Q17209898,Tsubasa Yozawa,55531,ja
Q3200883,Kyan Khojandi,55497,fr
Q965438,Megumi Okina,55491,ja
Q34417,Philip II of Spain,55477,es
Q76924,Karl-Theodor zu Guttenberg,55476,de
Q272943,Joe Dassin,55475,fr
Q189422,Jean Dujardin,55474,fr
Q214369,Leonor, Princess of Asturias,55429,de,en,es,fr
Q100269,Simone Thomalla,55403,de
Q239069,Jean Smart,55389,en
Q737676,Michaël Youn,55382,fr
Q201381,Vincent Kompany,55357,de,en,es,fr
Q1092200,Mitsuhiro Hidaka,55342,ja
Q324726,Mac Miller,55274,en,es
Q548400,Thierry Lhermitte,55241,fr
Q7500159,Shoji Nishida,55219,ja
Q717883,Emi Suzuki,55218,ja
Q187426,Fernando Gago,55135,es
Q21622022,Daniil Medvedev,55111,en,fr
Q3088199,Nagui,55086,fr
Q484523,Jared Leto,55047,de,en,es,fr
Q57647,Yoshihiko Noda,55014,ja
Q1038888,Hayato Sakamoto,55005,ja
Q235132,Emilia Clarke,54862,de,en,es,fr
Q869966,Sakura Miyawaki,54844,ja
Q44709,Jean-Jacques Goldman,54821,fr
Q18176756,Björn Höcke,54813,de
Q1151171,Mikako Tabe,54804,ja
Q1197175,Keisuke Kuwata,54733,ja
Q4979316,Bruno Fernandes,54726,en,es,fr
Q5226312,Darío Gómez,54592,es
Q168763,Liv Tyler,54591,de,en,es
Q11632580,Maria Tani,54588,ja
Q336074,Christopher Guest,54584,en,es
Q1366162,Yuki Saito,54537,ja
Q5229701,Dave Roberts,54461,ja
Q2124,Valéry Giscard d'Estaing,54437,fr
Q83410,Cary Grant,54392,de,en,es,fr
Q167850,Zaz,54328,fr
Q5879,Johann Wolfgang von Goethe,54310,de
Q1342823,Kaela Kimura,54277,ja
Q191644,Eva Green,54270,de,en,es,fr
Q310937,Peter Dinklage,54188,de,en,ja
Q11259379,Tasuku Emoto,54156,ja
Q17591264,Felix Banaszak,54146,de
Q125509251,Mitsuho Fukutome,54014,ja
Q102587388,Yūsuke Narita,54007,ja
Q47906,Hermann Göring,53994,de,en,fr
Q21703115,Asuka Wada,53979,ja
Q24868730,Anna Yamada,53952,ja
Q137575,Florent Manaudou,53839,fr
Q207873,Mary Elizabeth Winstead,53827,en,es
Q418736,Akira Ishida,53799,ja
Q467957,Camélia Jordana,53718,fr
Q1188862,Haruna Kawaguchi,53697,ja
Q27064031,Joe Keery,53690,en
Q366834,Phil Hartman,53635,en,es
Q44398,Falco,53617,de
Q266376,Hikari Mitsushima,53562,ja
Q55171450,Loredana Zefi,53555,de
Q112241194,Benoît Saint Denis,53520,en,es,fr
Q110634652,Zora Klipp,53511,de
Q614697,Lee Sang-il,53443,ja
Q28741203,LaMelo Ball,53390,en
Q11560194,Tatsuya Fukasawa,53311,ja
Q230846,Adriana Sklenaříková,53189,fr
Q313039,John Krasinski,53104,de,en,es,fr
Q322056,Lance Reddick,53093,en
Q147811,Hibari Misora,53078,ja
Q11365305,Tomoya Nakamura,53044,ja
Q57415344,Damiano David,52952,de,en,es,fr
Q63664,Sarah Connor,52942,de
Q78469,Romy Schneider,52939,de,fr
Q17410449,Brooklyn Beckham,52936,en,fr
Q134729,Joselu,52788,es,fr
Q76265,Franziska Brantner,52777,de
Q80048,Al Capone,52681,de,en,es,ja
Q10750565,José Luis Rodríguez,52652,es
Q5965196,Hōjō Tokiyuki,52630,ja
Q2632,Ringo Starr,52583,de,en,es,fr
Q1050164,Kento Kaku,52579,ja
Q16148978,Marco Asensio,52449,en,es,fr
Q24865002,Hio Miyazawa,52430,ja
Q78185,Ina Müller,52349,de
Q2414678,Annie Genevard,52344,fr
Q29938420,Jacobo Grinberg-Zylberbaum,52296,es
Q130725863,Ken'ichi Okutani,52289,ja
Q20040262,Daisuke Sakuma,52208,ja
Q100602910,Hugo Ekitike,52168,de,en
Q171530,Patrick Bruel,52129,fr
Q49552,Miyuki Sawashiro,52123,ja
Q111366053,Alejandro Garnacho,52089,en,es
Q130577494,Jette Nietzard,52085,de
Q134183,Magic Johnson,52048,en,es,ja
Q1654639,Takeshi Iwaya,52026,ja
Q1065624,Kazumasa Oda,52010,ja
Q56226,Kim Jong-un,51992,de,en,fr,ja
Q643688,Rio Reiser,51985,de
Q211280,Ray Liotta,51903,de,en,es
Q1041708,Nao Matsushita,51818,ja
Q68822,Hape Kerkeling,51781,de
Q11338011,Chiaki Horan,51750,ja
Q132280,Seiji Maehara,51703,ja
Q254947,Riley Keough,51699,de,en,fr
Q3102918,Georges Ibrahim Abdallah,51686,en,fr
Q111113453,Ami Tōma,51573,ja
Q18684181,Louane,51561,fr
Q83106,Jürgen Klopp,51559,en,fr,ja
Q18236558,Dmitry Bivol,51545,en,es
Q85783,Alexander Dobrindt,51516,de
Q203840,Isabella Rossellini,51485,en,fr
Q229716,Lulu,51392,en
Q3189060,Julia Piaton,51291,fr
Q686301,Tyler Perry,51198,en
Q541690,Géraldine Nakache,51118,fr
Q18339528,Kōji Mukai,51064,ja
Q705522,Hiroyuki Sanada,51054,en,fr,ja
Q65013174,Cazzu,50864,es
Q728158,Gérard Jugnot,50759,fr
Q1127922,Constantin Schreiber,50697,de
Q192990,Guy Ritchie,50687,de,en,fr
Q3378469,Jennifer Syme,50664,en,fr
Q1895371,Margot Friedländer,50478,de
Q108732480,Inoxtag,50463,fr
Q40933,Eva Perón,50412,en,es
Q65126,Gregor Gysi,50330,de
Q1036065,Kōtarō Koizumi,50318,ja
Q117242724,Peso Pluma,50309,es
Q212457,Louis I of Spain,50304,es
Q304744,Genaro García Luna,50289,es
Q253909,Nanako Matsushima,50250,ja
Q56005,Ridley Scott,50220,de,en,es,fr,ja
Q55080956,Anna Sorokin,50197,de,en,es,fr
Q102672,Christine Neubauer,50196,de
Q11240765,Aoi Morikawa,50167,ja
Q284732,Yolanda Saldívar,50146,en,es
Q11475452,Takanori Iwata,50132,ja
Q22117936,Shōta Imanaga,50124,ja
Q34670,Albert Camus,50082,es,fr
Q435208,Florence Arthaud,50022,fr
Q709211,Akiyama Saneyuki,50006,ja
Q27067753,Takefusa Kubo,49990,es,fr,ja
Q493,Arthur Rimbaud,49973,fr
Q11275337,Shoko Haida,49891,ja
Q6635833,Tanuma Okitomo,49869,ja
Q29585797,Riko Fukumoto,49830,ja
Q24869895,Hiroe Igeta,49793,ja
Q11612407,Takako Zenba,49790,ja
Q220556,Brock Lesnar,49784,en
Q2492,Konrad Adenauer,49714,de
Q253873,Aoi Miyazaki,49704,ja
Q96677616,Omar García Harfuch,49694,es
Q36597779,Nagisa Saitō,49664,ja
Q85851,Dorothee Bär,49643,de
Q434051,Anaïs Demoustier,49636,de,fr
Q454010,Amanda Lear,49620,de,fr
Q497770,Gaspard Ulliel,49582,de,fr
Q280098,Geena Davis,49558,de,en,es,fr
Q1371822,François-Henri Pinault,49533,en,es,fr
Q115869427,Lola Young,49491,en
Q185152,Puyi,49451,de,en,ja
Q206972,Olympe de Gouges,49438,en,fr
Q162492,Colin Firth,49428,de,en,es
Q44197,Maximilien Robespierre,49322,de,en,fr,ja
Q57409501,Paddy Pimblett,49271,en,es
Q174346,Katie Holmes,49241,de,en,fr,ja
Q170510,Ian McKellen,49165,de,en,es,fr
Q749887,Erik Prince,49146,es
Q47581820,Rikka Ihara,49116,ja
Q159347,Steve McQueen,48945,en,es,fr
Q21062597,Blake Snell,48859,ja
Q97621454,Kohei Shoji,48819,ja
Q231249,Kate Mara,48727,de,en,fr
Q38276291,Hona Ikoka,48689,ja
Q122583363,Raúl Asencio,48689,en,fr
Q25089,Woody Allen,48654,de,en,es,fr
Q470774,Mahendra Singh Dhoni,48624,en
Q3805726,Jackie Sato,48579,ja
Q27995553,Aitana Bonmatí,48435,de,en,es,fr
Q178517,David Gilmour,48428,de,en,fr
Q108742673,Verena Hubertz,48403,de
Q3108327,Min Tanaka,48369,ja
Q1544916,Greg Gutfeld,48357,en
Q110719,Oskar Lafontaine,48333,de
Q904608,Yutaka Mizutani,48304,ja
Q11657733,Ryōhei Abe,48260,ja
Q60837652,Coralie Fargeat,48255,en,es,fr
Q108910786,Maghnes Akliouche,48237,en,es,fr
Q297548,Jeanette,48224,es
Q15044053,Allan Saint-Maximin,48206,en,es,fr
Q11672822,Toshihiko Takamizawa,48151,ja
Q170581,Nancy Pelosi,48003,en
Q264849,Aileen Wuornos,47916,de,en,es
Q271886,Riisa Naka,47874,ja
Q491264,Nathan Lane,47595,en
Q163666,Pepe Reina,47573,de,en,es,fr
Q26121,Daisuke Matsuzaka,47551,ja
Q1141271,Yoshimasa Hayashi,47523,ja
Q11255778,Tao Tsuchiya,47510,ja
Q196185,Russell Westbrook,47457,en,fr
Q41408,Federico García Lorca,47446,es,fr
Q42841188,Ricarda Lang,47430,de
Q16474,John McEnroe,47374,de,en,fr
Q275971,Roman Reigns,47349,en
Q439314,Alicia Vikander,47334,de,en,fr
Q869132,Alice Hirose,47326,ja
Q457089,Audrey Fleurot,47238,de,fr
Q29033452,Lara Trump,47218,en
