qid,name,pageviews_sum_global,langs_seen
Q11516475,Kaori Arimoto,28853,ja
Q440571,Shōichi Nakagawa,28846,ja
Q1333008,Izumi Sakai,28845,ja
Q82110,Steven Seagal,28800,en,es,ja
Q45430,Florian Silbereisen,28783,de
Q3546876,Akira Nakao,28697,ja
Q50634772,Isabel Díaz Ayuso,28691,es
Q68645967,Hōshōryū Tomokatsu,28689,ja
Q201985,Maïwenn,28682,fr
Q109336845,Akiko Ōishi,28681,ja
Q16645075,Jarry,28668,fr
Q152316,Prince Harry, Duke of Sussex,28656,en,es,fr
Q968290,Kenta Maeda,28650,ja
Q45229,Zac Efron,28617,de,en
Q272045,Kitagawa Utamaro,28584,ja
Q107207693,Arthur Fils,28583,es,fr
Q579296,Tomokazu Sugita,28561,ja
Q1154155,Yuma Nakayama,28555,ja
Q508711,Didier Deschamps,28542,es,fr
Q130272194,Tito Double P,28542,es
Q495577,G-Dragon,28438,en,ja
Q452109,Amado Carrillo,28411,es
Q30343128,Mathilde Panot,28384,fr
Q35912,Emmy Rossum,28344,de,en,fr
Q232499,Rinko Kikuchi,28326,ja
Q333194,Kōichi Yamadera,28294,ja
Q221048,Jackie Robinson,28293,en,ja
Q80504,Nicolae Ceaușescu,28232,de,en,es,fr
Q212873,Jane Birkin,28231,de,en,fr
Q20038377,Aimyon,28222,ja
Q66970,Natalia Wörner,28218,de
Q37979,Akihito,28128,ja
Q76288611,Tamaki Shiratori,28122,ja
Q1323467,Mao Inoue,28102,ja
Q131007731,Laura Yustres,28085,es
Q17130011,Aren Kuri,28082,ja
Q122465,Yoshihide Suga,28081,ja
Q87432,Florian David Fitz,28080,de
Q1178,Maurice Ravel,28071,de,es,fr
Q26973015,Brahim Abdelkader Díaz,28056,en,es,fr
Q1053551,Shuichi Yoshida,28031,ja
Q5116234,Park Seo-joon,27970,es,ja
Q1370797,Keiko Toda,27926,ja
Q1151148,Takayuki Yamada,27918,ja
Q483148,Michael Clarke Duncan,27871,de,es,fr
Q24956001,Kleber Koike Erbst,27855,ja
Q432246,Bertrand Blier,27842,fr
Q1198084,Momoe Yamaguchi,27761,ja
Q957795,Yoshitsugu Matsuoka,27756,ja
Q1114137,Kōji Kikkawa,27755,ja
Q201034,Lana Turner,27719,de,en,fr
Q6122916,Jaguar Yokota,27713,ja
Q65063,Nino de Angelo,27694,de
Q1545,Cyndi Lauper,27687,de,en,ja
Q3189071,Julian Alaphilippe,27674,fr
Q116776106,PUPPET SUNSUN,27633,ja
Q3154952,Isabelle Ithurburu,27626,fr
Q264867,Najwa Nimri,27570,es
Q164730,Olga Kurylenko,27562,de,en,fr
Q180224,Lenny Kravitz,27426,de,en,es,fr
Q374087,Go-Ichijō,27405,ja
Q36174,Charles II of Spain,27389,de,en,es,fr
Q23842,Jean Gabin,27382,de,fr
Q992930,Nobuteru Ishihara,27379,ja
Q55415,Leni Riefenstahl,27357,de,es,fr
Q104067,Eli Wallach,27350,en,fr
Q1990140,Bull Nakano,27349,ja
Q11364253,Hideyuki Nakayama,27343,ja
Q3123684,Géraldine Maillet,27296,fr
Q14944684,Ekaterina Leonova,27296,de
Q162753,Sophie Marceau,27288,fr
Q543613,Michel Berger,27280,fr
Q1054887,Sayuri Yoshinaga,27269,ja
Q379824,Tadanobu Asano,27243,ja
Q62887718,Yannick Neuder,27230,fr
Q2884036,Barbara Schulz,27225,fr
Q17362538,Yūma Yamoto,27223,ja
Q6003983,María Jesús Montero Cuadrado,27221,es
Q2829016,Aki Kiyohara,27213,ja
Q55809513,Mizuki Yamashita,27194,ja
Q272591,Daddy Yankee,27100,es
Q27569376,Trent Alexander-Arnold,27093,en,es,fr
Q708827,Dean Fujioka,27069,ja
Q3112903,Édgar Vivar Villanueva,27048,es
Q30933359,Kana Kita,27046,ja
Q225654,Kazuhiko Inoue,27030,ja
Q44395063,Kaoru Mitoma,27028,ja
Q107029834,Ran Takahashi,27000,ja
Q215072,John Goodman,26999,de,en,fr
Q88861,Fritz Karl,26964,de
Q235177,Cécilia Attias,26926,fr
Q497370,Andreas Gabalier,26878,de
Q113551733,João Neves,26867,en,es,fr
Q389141,Claude Malhuret,26850,fr
Q129745,Pampita,26845,es
Q294647,Mads Mikkelsen,26781,de,en,es,fr
Q267010,Tomoko Kawase,26777,ja
Q1054660,Shinobu Ōtake,26703,ja
Q3167398,Jean-Marc Généreux,26701,fr
Q382393,Louis Garrel,26694,fr
Q949391,Jean-Paul Rouve,26639,fr
Q128840622,Aonishiki Arata,26638,ja
Q4209051,Yudai Chiba,26597,ja
Q96082,Gesine Cukrowski,26586,de
Q101199732,Hidaka Ukisho,26578,ja
Q10261,Pythagoras,26548,es
Q78469279,Victor Belmondo,26546,fr
Q30449,Avril Lavigne,26544,de,en,es,fr
Q531034,Karen Cheryl,26431,fr
Q4506113,Shintaro Tsuji,26424,ja
Q633278,Akira Terao,26384,ja
Q2592191,Wolfram Weimer,26338,de
Q15627096,Tim Kleindienst,26337,de
Q36234,Charles III of Spain,26335,es,fr
Q1325150,Naohito Fujiki,26314,ja
Q1078175,Junichi Okada,26313,ja
Q211462,Brandon Lee,26308,de,es,fr
Q240157,Julie Depardieu,26278,fr
Q189779,Antonio José de Sucre,26268,es
Q7706922,Tetsurō Degawa,26233,ja
Q551439,Patrick Dewaere,26232,fr
Q16236859,Clément Lenglet,26191,es,fr
Q20041326,Sora Tamaki,26170,ja
Q23926364,Hugo Clément,26152,fr
Q44279,Oliver Cromwell,26142,en,es,fr
Q3820056,José Luis Ábalos,26105,es
Q1202557,Hiroki Narimiya,26103,ja
Q154662,Nana Mouskouri,26090,de,fr
Q29033600,Raidel Martinez,26087,ja
Q7677474,Takayasu Akira,26076,ja
Q313588,Oliver Reed,26062,en,es,fr
Q8743,Thomas Edison,26016,en,es,fr
Q318204,Floyd Mayweather,26015,en,es,ja
Q118696277,白河れい,26003,ja
Q11668492,Tarō Suruga,26000,ja
Q3446584,Rubén Aguirre,25962,es
Q236061,Nicole,25952,de
Q98734385,Shinji Ishimaru,25934,ja
Q356919,Pierre Moscovici,25904,fr
Q379781,Shoichi Yokoi,25851,ja
Q37615,Luciano Pavarotti,25839,de,fr
Q60029,Oskar Schindler,25830,de,en,es,fr
Q1062844,Hisashi Eguchi,25818,ja
Q64645,Matthias Schweighöfer,25806,de
Q261703,Yuriko Koike,25801,ja
Q2262885,Sebastian Kurz,25781,de
Q63033,Anna Maria Mühe,25764,de
Q28858771,Nemesio Oseguera Cervante,25746,es
Q11468200,Ikusaburo Yamazaki,25743,ja
Q11425108,Kônosuke Sakazaki,25733,ja
Q1150906,Futoshi Matsunaga,25727,ja
Q27983031,Carlos Corberán,25657,es
Q70014,Michelle,25649,de
Q11621185,Wakana Aoi,25611,ja
Q193668,Benicio del Toro,25597,de,en,fr
Q555515,Takashi Sorimachi,25556,ja
Q21031698,Giulia Gwinn,25537,de
Q909,Jorge Luis Borges,25518,es
Q3545136,Tsunehiko Watase,25499,ja
Q22044079,Kentaro Ito,25475,ja
Q7827692,Toshiko Abe,25472,ja
Q437518,Tokugawa Ieharu,25465,ja
Q6378155,Katsunobu Kato,25450,ja
Q843742,Aki Yashiro,25448,ja
Q168040,Amélie Nothomb,25433,fr
Q187553,Takanori Nishikawa,25397,ja
Q325097,Enrico Macias,25395,fr
Q11242341,Reika Miyazaki,25371,ja
Q3543335,Yōko Oginome,25351,ja
Q167790,Edinson Acavani,25324,es,fr
Q105704031,Kurumi Nakata,25300,ja
Q1729523,Karin Prien,25298,de
Q63436533,Antoine Armand,25294,fr
Q2190,Coluche,25293,de,fr
Q5359795,Lily Franky,25288,ja
Q170328,Eric Cantona,25280,en,es,fr
Q1040991,Saki Aibu,25278,ja
Q439717,Tokugawa Ienari,25271,ja
Q111113986,Yukinobu Tatsu,25217,ja
Q539,Giuseppe Garibaldi,25188,de,es,fr
Q106204,Jean-Louis Trintignant,25185,fr,ja
Q365456,Dennis Rader,25168,de,en,es
Q43945,Jude the Apostle,25137,es
Q6055911,Pablo Cruz Guerrero,25134,es
Q109392951,Drachenlord,25122,de
Q50034,Hugues Aufray,25093,fr
Q4698718,Airi Taira,25070,ja
Q3167244,Jean-Luc Reichmann,25050,fr
Q193108,Tony Parker,25045,fr
Q123405562,中山翔貴,25021,ja
Q2900360,Egashira 2:50,24999,ja
Q6753582,Mao Daichi,24992,ja
Q104678,Bodo Ramelow,24991,de
Q101199996,Daiken Okudaira,24975,ja
Q278215,Chūya Nakahara,24957,ja
Q21010275,Mariana Treviño,24931,es
Q7442628,Sebastián Beccacece,24920,es
Q2589769,Wolfgang Grupp,24908,de
Q3545132,Junko Mihara,24902,ja
Q17130139,Yuina Kuroshima,24855,ja
Q73111878,Satoshi Hamada,24832,ja
Q110053,Mats Hummels,24823,de,en,es,fr
Q6527,Jean-Jacques Rousseau,24819,es,fr
Q3545438,Naho Toda,24818,ja
Q41148,Martin Scorsese,24793,en,fr
Q320052,Vincent D'Onofrio,24782,de,en,fr
Q55407040,Saika Kawakita,24717,ja
Q442162,Jérôme Kerviel,24705,fr
Q2518,Helmut Kohl,24702,de
Q17161546,Kokoro Terada,24685,ja
Q1442,Septimius Severus,24674,en,es,fr
Q3261014,Louis Aliot,24672,fr
Q45659,Laure Manaudou,24635,fr
Q3275904,Emiliano Martínez,24631,es
Q56808711,Chiaki Kobayashi,24629,ja
Q221908,Yannick Noah,24606,fr
Q126006236,Razhabali Shaidulloev,24596,ja
Q20827583,Wincent Weiss,24581,de
Q185107,Carlos Menem,24570,es
Q177840,Audrey Dana,24489,fr
Q8704,Walt Disney,24478,en,es,fr
Q11579999,Jin Shirasu,24438,ja
Q56347426,Kotozakura Masakatsu II,24432,ja
Q174210,Julio Cortázar,24349,es
Q99913,Anna Fischer,24340,de
Q11327551,Bakarhythm,24337,ja
Q27917519,Tsuyoshi Morioka,24333,ja
Q21013136,Sandrine Rousseau,24311,fr
Q11493903,Reika Manaki,24308,ja
Q19560940,Alex Karp,24272,de,en
Q1208535,Osamu Mukai,24261,ja
Q36697026,Violette Dorange,24252,fr
Q1215287,Philippine Leroy-Beaulieu,24229,en,fr
Q56682835,Helene Bockhorst,24228,de
Q583792,Carolin Kebekus,24206,de
Q485419,Anamaria Vartolomei,24204,fr
Q57553,Mohammed VI of Morocco,24182,fr
Q1806191,Lars Eidinger,24153,de
Q7771,Louis-Philippe I,24115,fr
Q20735837,Hinako Sakurai,24114,ja
Q202475,Téa Leoni,24105,en,fr,ja
Q468190,Dany Boon,24082,fr
Q459998,Ichirō Ozawa,24070,ja
Q113612412,Benjamin Duhamel,24069,fr
Q57538561,Eito Tanaka,24044,ja
Q8977663,Ayako Katō,24012,ja
Q17226206,Ren Nagase,23988,ja
Q1390762,Ulf Poschardt,23981,de
Q1059833,Reiko Ohara,23957,ja
Q2742435,Verónica Sánchez,23955,es
Q3190745,Jérémy Ferrari,23930,fr
Q1749336,Roland Trettl,23926,de
Q2891798,Princess Yōko of Mikasa,23925,ja
Q1361675,Jan Böhmermann,23913,de
Q234591,Ringo Sheena,23912,ja
Q56349224,Keito Tsuna,23897,ja
Q7192,Qin Shi Huangdi,23835,ja
Q186326,Ryūnosuke Akutagawa,23823,ja
Q250828,Yasuhiro Nakasone,23798,ja
Q2733616,Miguel Ángel Revilla,23795,es
Q31768,Sadawo Abe,23775,ja
Q65600537,Fairouz Ai,23774,ja
Q131446270,Angélique Angarni-Filopon,23740,fr
Q11411286,Hiro Komura,23736,ja
Q62085320,Meru Nukumi,23720,ja
Q8966502,Megumi Han,23718,ja
Q171363,Viggo Mortensen,23711,de,es,fr
Q873921,Akira Emoto,23692,ja
Q2596113,Natsuki Hanae,23686,ja
Q11455263,Ryōta Miyadate,23661,ja
Q1201334,Toshihiko Seki,23645,ja
Q36290,Diana Ross,23637,de,en,fr
Q6174903,Óscar Puente Santiago,23622,es
Q7013,Lena Meyer-Landrut,23608,de
Q11469296,Mizuki Yamamoto,23602,ja
Q289729,Rie Miyazawa,23597,ja
Q108472218,Constance Labbé,23592,fr
Q53709993,Alisha Lehmann,23589,de,es,fr
Q17239682,Nagisa Shibuya,23576,ja
Q16061428,Damian Hardung,23570,de
Q19509763,Kristin Suckow,23561,de
Q3218747,Laure Calamy,23539,fr
Q30379410,Amélie de Montchalin,23502,fr
Q59136097,Shingeki no Noa,23500,ja
Q134508376,増田美希子,23478,ja
Q1320080,Ken Shimura,23478,ja
Q2908,Antoine de Saint-Exupéry,23470,fr
Q25432114,Bad Gyal,23441,es
Q1472783,Ruby O. Fee,23434,de
Q108525409,Lenny Martinez,23421,es,fr
Q44977,Pierre-Emerick Aubameyang,23408,es,fr
Q106275,ジュリエット・ビノシュ,23394,de,fr,ja
Q1329116,Takumi Saito,23383,ja
Q310607,Atsuto Uchida,23376,ja
Q77807,Barbara Schöneberger,23365,de
Q203047,Richard Dean Anderson,23350,de,fr
Q15787318,Beate Meinl-Reisinger,23347,de
Q89117,Peter Weck,23346,de
Q9711,Honoré de Balzac,23326,fr
Q9200,Paul the Apostle,23324,de,es
Q128840371,Kōtarō Uegaki,23303,ja
Q26709107,Julia Beautx,23297,de
Q98412,Elton (Moderator),23294,de
Q84623,Jürgen Drews,23274,de
Q180903,Natsume Sōseki,23269,ja
Q22959347,Rui Hachimura,23261,en,ja
Q33230494,Agnès Pannier-Runacher,23259,fr
Q188111,Ayumi Hamasaki,23257,ja
Q3543709,Ran Itō,23255,ja
Q5367327,Kenji Sakaguchi,23254,ja
Q65105,Franka Potente,23237,de
Q3009030,Cyril Lignac,23237,fr
Q958831,Gérard Darmon,23200,fr
Q11245208,SU,23192,ja
Q991584,Bruce Darnell,23156,de
Q265232,Alice Taglioni,23141,fr
Q311728,Chiyonofuji Mitsugu,23136,ja
Q1370620,Fujiwara no Yorimichi,23115,ja
Q103946,Kiefer Sutherland,23114,de,en,es,fr
Q11678791,Mario Kuroba,23109,ja
Q56071731,Rachel Khan,23100,fr
Q96068,Caroline Peters,23090,de
Q11651653,Keishi Nagatsuka,23062,ja
Q59485,Otto Waalkes,23027,de
Q1711801,Julia-Niharika Sen,23026,de
Q11490290,Tokugawa Harusada,23019,ja
Q170587,Tommy Lee Jones,23003,de,es,fr,ja
Q28085,Adolf Eichmann,23002,de
Q171136,Juana I of Castile,22966,es
Q57293140,Thiago Almada,22924,es
Q11367475,Nobuko Nakano,22857,ja
Q103784,Donald Sutherland,22852,de,en,fr
Q62052,Jürgen Vogel,22839,de
Q214204,Eden Hazard,22824,fr
Q126599,Kristen Stewart,22788,de,en,es,fr,ja
Q1323029,Minami Takayama,22727,ja
Q108353406,Claude Dartois,22727,fr
Q11678345,Haru Kuroki,22723,ja
Q3021804,Delphine Arnault,22717,fr
Q173139,George Weah,22702,fr
Q23883298,Francis Ngannou,22676,en,fr
Q2530,Gerhard Schröder,22656,de
Q234581,Mélanie Laurent,22636,fr
Q11406818,Kodai Senga,22626,ja
Q22687783,Jana Pareigis,22567,de
Q109598954,Himari Yoshimura,22553,ja
Q446842,Mélanie Doutey,22547,fr
Q10479,Catherine, Princess of Wales,22533,de,en,es,fr
Q36303,Thales,22527,es
Q26505263,Cédric Beaudou,22477,fr
Q297107,Ashikaga Takauji,22460,ja
Q262822,Sandrine Kiberlain,22457,fr
Q132577539,Zah1de,22441,de
Q18222351,Jens Knossalla,22439,de
Q11357478,San'yūtei Enraku VI,22418,ja
Q315152,Masaoka Shiki,22416,ja
Q3337967,Nelson Monfort,22414,fr
Q544291,You Yokoyama,22383,ja
Q535203,Olivier de Kersauson,22347,fr
Q43247,Ingrid Bergman,22347,de,en,es,ja
Q3292501,Marie Drucker,22346,fr
Q465268,Yoshiko Tanaka,22336,ja
Q1138444,Chieko Baishō,22336,ja
Q1690281,Joachim Llambi,22334,de
Q11450262,Shin'ichirō Azumi,22331,ja
Q64782552,Tatsuya Kitani,22302,ja
Q439195,Andrés Bello,22286,es
Q1352845,Norika Fujiwara,22276,ja
Q125267240,Ina Enohara,22266,ja
Q125471856,Rio Takeda,22235,ja
Q180919,Natalie Wood,22217,en,es,fr
Q3183342,Jonathan Cohen,22205,fr
Q295093,Claude Lelouch,22190,fr
Q3572047,Ycare,22145,fr
Q34189,Pablo Neruda,22142,es
Q1078523,Toshiaki Karasawa,22142,ja
Q181678,Dolph Lundgren,22129,de,en,es,fr
Q1139734,Etsushi Toyokawa,22128,ja
Q6409751,Kimbal Musk,22114,de,en,es
Q2750,Bourvil,22110,de,es,fr
Q315637,Gustavo Díaz-Ordaz,22084,es
Q50286752,Kanichiro Sato,22063,ja
Q467940,Charly García,22060,es
Q9047892,Minami Tanaka,22055,ja
Q1255625,Samuel Eto'o,22042,fr
Q11259381,Tokio Emoto,22027,ja
Q5928157,Javier Rey,21969,es
Q465626,Olivier Minne,21967,fr
Q11644919,Yukiko Nonomura,21957,ja
Q703137,Ouyang Fei Fei,21953,ja
Q103967727,Ayrton Costa,21948,es
Q3141565,Isabelle Nanty,21935,fr
Q503545,Norman Reedus,21923,de,en
Q1068023,Mirei Kiritani,21911,ja
Q847986,Rina Chinen,21908,ja
Q56348918,Keisuke Watanabe,21889,ja
Q55993,Kenji Miyazawa,21888,ja
Q1075132,Shinichi Mori,21880,ja
Q1711919,Julia Simic,21859,de
Q56696354,Isabelle Funaro,21853,fr
Q48770,Álvaro Morata,21852,en,es,fr
Q11259788,Asako Itō,21834,ja
Q112323602,Luisa González,21830,es
Q327009,Maurice Papon,21820,fr
Q522503,Nicoletta,21793,fr
Q11661317,Shigeharu Aoyama,21788,ja
Q64782879,Shun Mizutani,21766,ja
Q1090848,Iwao Hakamata,21755,ja
Q62867,Judith Rakers,21744,de
Q1074047,Rie Tomosaka,21736,ja
Q27469970,Robin Le Normand,21711,es,fr
Q3195765,Juana Acosta,21696,es
Q139052,Zabou Breitman,21670,fr
Q1356701,Julien Clerc,21663,fr
Q110569,Kurt Krömer,21625,de
Q8615069,Anna Murashige,21614,ja
Q464712,Golshifteh Farahani,21602,fr
Q181881,Rino Sashihara,21595,ja
Q3590946,Éric Antoine (magicien),21577,fr
Q156548,Queen Sofía of Spain,21562,es,fr
Q874101,Tetsuya Watari,21560,ja
Q4924248,Nao Asahi,21548,ja
Q97578572,Lisandro Macarrulla,21527,es
Q1373824,Pierre Bachelet,21520,fr
Q11373201,Yoshio Inoue,21513,ja
Q66663396,Santos Cerdán,21509,es
Q121434583,Alvise Pérez,21509,es
Q10855654,Ángel Correa,21505,es
Q11394329,Rio Uchida,21499,ja
Q3258760,Lola Dewaere,21487,fr
Q437710,Isabel Preysler,21481,es
Q365985,Claude François,21454,fr
Q55541733,Naya Konosuke,21445,ja
Q981203,Jean-Pierre Bacri,21418,fr
Q47170176,Jules Koundé,21418,es,fr
Q2399957,Tedros Teclebrhan,21404,de
Q1869466,Sayaka Isoyama,21404,ja
Q2553835,Ricardo Gareca,21391,es
Q1092091,Akaji Maro,21374,ja
Q953423,Mario Casas,21372,es
Q105465201,Malika Dzumaev,21371,de
Q11590600,Aika Kanda,21369,ja
Q106957998,Hina Yōmiya,21357,ja
Q11619766,Tsunetoshi Kikuchi,21353,ja
Q296872,Barry Gibb,21352,de,en,es
Q234595,Aya Ueto,21344,ja
Q105397423,Nevenka Fernández,21330,es
Q99164505,Paul Mirabel,21324,fr
Q873820,Miki Mizuno,21313,ja
Q850650,Honami Suzuki,21297,ja
Q11326398,Jirō Hachimitsu,21265,ja
Q1133880,Toshihiro Nikai,21242,ja
Q33296979,Santiago Giménez,21214,es
Q16728588,DJ Snake,21207,fr
Q49034,Hedy Lamarr,21195,de,en,es,fr
Q174971,Itō Hirobumi,21186,ja
Q3579995,Édouard Philippe,21180,fr
Q90042,René Benko,21178,de
Q57959,Jan Ullrich,21178,de
Q2142823,Thierry Breton,21152,de,fr
Q28842880,Tiphaine Auzière,21141,fr
Q471087,Patrick Fiori,21125,fr
Q3813232,Machiko Ono,21119,ja
Q258877,Caroline Garcia,21103,fr
Q44221,Sean Penn,21099,de,en,es,fr
Q28688574,Lina Arashi,21099,ja
Q448755,Matt Czuchry,21086,en,es
Q3592768,Évelyne Dhéliat,21085,fr
Q866643,Kōki Ishii,21069,ja
Q159099,Nina Hagen,21065,de,fr
Q419492,Akiyama Yoshifuru,21064,ja
Q108776539,Saori Izawa,21052,ja
Q1194501,Koji Uehara,21027,ja
Q949196,Ken Miles,21008,en,es
Q125949382,Kate Lotus,21006,ja
Q368,Augusto Pinochet,20998,es
Q76455,Magdalena Neuner,20946,de
Q232479,Sabrina Salerno,20909,de,es,fr
Q155041,Bill Kaulitz,20897,de
Q224071,Maria Schneider,20887,de,fr
Q63228,Nora Tschirner,20880,de
Q1101166,Ai Shinozaki,20877,ja
Q489039,Raphaël Varane,20863,es,fr
Q1931307,Michèle Bernier,20854,fr
Q79372882,Ciryl Gane,20838,de,es,fr
Q178166,Vin Diesel,20816,de,en,es,fr
Q191104,Sean Bean,20787,de,en
Q349296,Go-Suzaku,20781,ja
Q28556,Michel Hazanavicius,20773,fr
Q1329065,Yuya Tegoshi,20771,ja
Q313945,Gosho Aoyama,20754,ja
Q11655405,Shōtarō Mamiya,20736,ja
Q18711110,Alison Wheeler,20703,fr
Q2910406,Booder,20682,fr
Q59779588,Mako Tamura,20680,ja
Q41693136,Aina the End,20666,ja
Q194311,Javier Aguirre,20658,es
Q18413745,Vincent Dedienne,20642,fr
Q11517121,Rie Mochizuki,20625,ja
Q193670,Frantz Fanon,20594,fr
Q30524796,Isoko Mochizuki,20573,ja
Q942278,Marisol,20570,es
Q611008,Julia Vignali,20542,fr
Q104791,Ed Harris,20519,en,fr
Q312572,Udo Lindenberg,20516,de
Q131077,Yukio Hatoyama,20470,ja
Q1353690,José Gonzalo Rodríguez Gacha,20458,es
Q985882,Masakazu Tamura,20428,ja
Q3313730,Miki Matsubara,20414,en,ja
Q124097033,Toranosuke Kobayashi,20387,ja
Q355142,Kazuya Kamenashi,20373,ja
Q284401,Tomokazu Seki,20342,ja
Q30728283,Aurélie Casse,20326,fr
Q2887704,Bastien Bouillon,20265,fr
Q107092978,Kenia Os,20263,es
Q3136278,Hiromi Go,20257,ja
Q3940027,Rodrigo Battaglia,20248,es
Q1132144,Cordelia Wege,20247,de
Q75825,Ralf Schumacher,20246,de
Q2445003,Torsten Sträter,20246,de
Q56610984,Ricardo Pietreczko,20236,de
Q3840847,Lupita Nyong'o,20227,de,en,es,fr
Q1343089,Enie van de Meiklokjes,20225,de
Q30926389,Katsuya Maiguma,20216,ja
Q1949760,Motohisa Furukawa,20204,ja
Q21503533,Salah Abdeslam,20197,fr
Q1045635,Yūki Amami,20194,ja
Q113819267,Ines Vandamme,20193,fr
Q1041794,Aya Hirayama,20186,ja
Q123406135,Kayoko Miyamoto,20183,ja
Q171480,Joséphine de Beauharnais,20173,es,fr
Q109667678,Johannes Kaiser,20169,es
Q105716679,Merlin Sandmeyer,20150,de
Q112428905,Ines Schwerdtner,20144,de
Q2271234,Kōji Seto,20109,ja
Q3367569,Pascal Praud,20095,fr
Q1265849,Dunja Hayali,20087,de
Q53453,Alain Souchon,20066,fr
Q360986,Kenichi Matsuyama,20056,ja
Q4889503,Benjamín Vicuña,20054,es
Q992081,Lutz van der Horst,20005,de
Q74146589,Ryūya Shimekake,19989,ja
Q304123,Audrey Tautou,19938,de,fr
Q482360,AnNa R.,19934,de
Q10856410,Issey Takahashi,19928,ja
Q469954,Austin Butler,19919,de,en,fr
Q2525146,Muriel Robin,19917,fr
Q1154775,Erika Toda,19899,ja
Q183085,Isabella II of Spain,19891,es
Q3144876,Hélène Vincent,19881,fr
Q1035900,Caren Miosga,19858,de
Q11762,Jürgen Trittin,19850,de
Q3548537,Yōko Ishino,19839,ja
Q62310,Senta Berger,19830,de
Q55636,Miguel Hidalgo y Costilla,19807,es
Q3048415,Edurne,19805,es
Q1901983,Marleen Lohse,19790,de
Q115529788,Rin Kataoka,19782,ja
Q106474688,Dina Boluarte,19778,es
Q63062,Götz George,19756,de
Q14915318,Miwako Kakei,19742,ja
Q206922,Andy Serkis,19733,de,en
Q4457,Franz Beckenbauer,19732,de
Q1920,Samir Nasri,19719,fr
Q17198340,Shawn Mendes,19695,de,en,es
Q190523,Christopher Plummer,19653,de,en,fr
Q261230,Omaira Sánchez Garzón,19640,en,es,fr
Q582101,Alain Madelin,19623,fr
Q53764876,Kai Asakura,19617,ja
Q8977834,Mayuko Kawakita,19611,ja
Q861857,Heizō Takenaka,19606,ja
Q30927830,Keita Sano,19606,ja
Q76975,Rudolf Höss,19604,de
Q261489,Sheila,19601,fr
Q18817419,Kazuma Okamoto,19549,ja
Q11509528,Hisashi Hieda,19542,ja
Q38277253,Sara Minami,19531,ja
Q604249,Yuka Kashino,19510,ja
Q298682,Djimon Hounsou,19497,de,en,fr
Q78641,Tobias Moretti,19463,de
Q469767,Chimène Badi,19456,fr
Q719841,Ricardo Arjona,19446,es
Q75853,Jorge Rafael Videla,19441,es
Q61244,Jasmin Wagner,19430,de
Q38277650,Shosei Nakamura,19407,ja
Q3548243,Eri Ishida,19386,ja
Q27918037,Sōsuke Genda,19368,ja
Q1615,Neil Armstrong,19350,de,en,fr
Q98927,Rebecca Immanuel,19321,de
Q1200762,Mokomichi Hayami,19299,ja
Q11522313,Mio Sugita,19270,ja
Q112572505,Benjamin Haddad,19256,fr
Q1153178,Shōsuke Tanihara,19231,ja
Q3190858,Jérôme Commandeur,19199,fr
Q739573,Carlos,19187,fr
Q102407,Mirco Nontschew,19090,de
Q942616,Claudius Dreilich,19082,de
Q190998,Anjelica Huston,19076,de,en,es,fr
Q7680979,Tamayo Marukawa,19071,ja
Q29016335,Leon Windscheid,19058,de
Q110403530,Higashibukuro,19027,ja
Q58462848,Lola Índigo,19008,es
Q440000,Takashi Kawamura,18991,ja
Q1335349,Mano Solo,18980,fr
Q11569559,Ryota Katayose,18967,ja
Q311241,Bobby Brown,18960,de,fr
Q108510,James Garner,18954,de,en
Q2522796,Victoria Swarovski,18951,de
Q6632928,Kento Yamazaki,18948,ja
Q132801694,Charlotte Merz,18947,de
Q160278,John D. Rockefeller,18940,de,en,es
Q60685619,Chūsei Mannami,18938,ja
Q54436538,Demi Vollering,18927,de,fr
Q858638,Shohei Miura,18923,ja
Q7758,Charles X of France,18920,fr
Q461767,Ophélie Winter,18919,fr
Q1056866,Tsurube Shōfukutei,18896,ja
Q110717171,Roberto García Moritán,18887,es
Q343598,Tatsuya Fujiwara,18867,ja
Q104027,Kirk Douglas,18846,en,es,fr
Q44039,Ludwig II of Bavaria,18824,de
Q738880,Grand Corps Malade,18813,fr
Q42072121,Christelle Morançais,18809,fr
Q94554039,Amira Pocher,18794,de
Q319664,Tokugawa Yoshimune,18786,ja
Q60989811,Ōji Suzuka,18780,ja
Q466120,Freddy Quinn,18771,de
Q215012,Princess Stéphanie of Monaco,18766,fr
Q1619430,Hinnerk Schönemann,18758,de
Q18817748,Kōna Takahashi,18757,ja
Q105676,Karl Lauterbach,18754,de
Q3219500,Laurent Ruquier,18746,fr
Q1329206,Hiroki Kuroda,18735,ja
Q4392220,Taiga Kyomoto,18733,ja
Q28737717,Sebastian Lege,18712,de
Q113566807,Kei Fubuki,18697,ja
Q429401,Masaichi Kaneda,18683,ja
Q26044847,Rei Maruyama,18682,ja
Q1336512,Genki Sudo,18671,ja
Q1698105,Johannes Oerding,18654,de
Q3547926,Ken'ichi Hagiwara,18645,ja
Q847371,Hayato Ichihara,18644,ja
Q108316,Alexander VI,18642,de,es,fr
Q64949,Rob Pilatus,18621,de,en,es,fr
Q8298,David Guetta,18613,de,fr
Q241771,Mayumi Tanaka,18607,ja
Q267471,Yumi Matsutoya,18606,ja
Q106618306,Caroline Bosbach,18586,de
Q24867538,Shizuka Ishibashi,18578,ja
Q3219319,Laurent Lafitte,18554,fr
